model,phase,task,class,stage,experiment,metric,value,n,source_path,source_md5,notes
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,d_dot_r,0.0,0,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,failure_observed,0,0,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_cases_all,19,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_baseline_ld,8.859784,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_delta_ld[CTRL_MAG|a1.0],-0.004726,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_flipped[CTRL_MAG|a1.0],0,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_top1_now_correct[CTRL_MAG|a1.0],3,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_delta_ld[CTRL_MAG|a2.0],0.076479,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_flipped[CTRL_MAG|a2.0],0,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_top1_now_correct[CTRL_MAG|a2.0],3,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_delta_ld[CTRL_MAG|a3.0],0.038858,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_flipped[CTRL_MAG|a3.0],0,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_top1_now_correct[CTRL_MAG|a3.0],3,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_delta_ld[CTRL_MAG_BORING|a1.0],0.014389,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_flipped[CTRL_MAG_BORING|a1.0],0,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_BORING|a1.0],3,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_delta_ld[CTRL_MAG_BORING|a2.0],-0.028579,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_flipped[CTRL_MAG_BORING|a2.0],0,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_BORING|a2.0],3,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_delta_ld[CTRL_MAG_BORING|a3.0],0.011305,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_flipped[CTRL_MAG_BORING|a3.0],0,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_BORING|a3.0],3,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_delta_ld[CTRL_MAG_L75|a1.0],0.008842,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_flipped[CTRL_MAG_L75|a1.0],0,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_L75|a1.0],3,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_delta_ld[CTRL_MAG_L75|a2.0],0.010484,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_flipped[CTRL_MAG_L75|a2.0],0,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_L75|a2.0],3,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,mean_delta_ld[CTRL_MAG_L75|a3.0],-0.0074,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_flipped[CTRL_MAG_L75|a3.0],0,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,ibp_error_ctrl_mag,n_top1_now_correct[CTRL_MAG_L75|a3.0],3,19,Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,n_questions_meta,23,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,n_cases_all,23,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,mean_baseline_ld,28.369565,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,mean_delta_ld[L30_mlp|A1_error_mean],-0.326087,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,n_broken[L30_mlp|A1_error_mean],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,mean_delta_ld[L30_mlp|A2_self_mean],0.081522,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,n_broken[L30_mlp|A2_self_mean],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,mean_delta_ld[L76_mlp|A1_error_mean],1.809783,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,n_broken[L76_mlp|A1_error_mean],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,mean_delta_ld[L76_mlp|A2_self_mean],0.195652,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_candidates_armA,n_broken[L76_mlp|A2_self_mean],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,n_questions_meta,23,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,n_cases_all,23,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,mean_baseline_ld,28.369565,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,mean_delta_ld[L30_mlp|g1.5],0.054348,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,n_fixed[L30_mlp|g1.5],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,mean_delta_ld[L30_mlp|g2.0],-0.054348,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,n_fixed[L30_mlp|g2.0],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,mean_delta_ld[L30_mlp|g3.0],-0.798913,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,n_fixed[L30_mlp|g3.0],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,mean_delta_ld[L76_mlp|g1.5],-1.673913,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,n_fixed[L76_mlp|g1.5],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,mean_delta_ld[L76_mlp|g2.0],-3.891304,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,n_fixed[L76_mlp|g2.0],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,mean_delta_ld[L76_mlp|g3.0],-8.600543,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,correct,s09_judge,ibp_correct_judge_crossdomain,n_fixed[L76_mlp|g3.0],0,23,Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,n_questions_meta,19,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,n_cases_all,19,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,mean_baseline_ld,8.859784,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,mean_delta_ld[L30_mlp|g1.5],0.014184,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,n_fixed[L30_mlp|g1.5],1,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,mean_delta_ld[L30_mlp|g2.0],0.317437,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,n_fixed[L30_mlp|g2.0],1,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,mean_delta_ld[L30_mlp|g3.0],1.134868,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,n_fixed[L30_mlp|g3.0],1,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,mean_delta_ld[L76_mlp|g1.5],-0.767268,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,n_fixed[L76_mlp|g1.5],0,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,mean_delta_ld[L76_mlp|g2.0],-1.648032,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,n_fixed[L76_mlp|g2.0],0,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,mean_delta_ld[L76_mlp|g3.0],-3.107116,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,discovery,ibp,error,s09_judge,ibp_error_judge_candidates_armB,n_fixed[L76_mlp|g3.0],1,19,Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,n_cases_all,130,130,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,n_wrote_plus_all,54,130,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,n_wrote_minus_all,76,130,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,n_confirmed_all,127,130,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,n_late_all,126,130,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,frac_late_all,0.969231,130,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,median_peak_depth_all,1.0,130,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,n_late_confirmed,124,127,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,frac_late_confirmed,0.976378,127,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,median_peak_depth_confirmed,1.0,127,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,mean_final_lead_wrote_plus_all,21.75,54,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,correct,s01_logit_lens,det_4x4_correct_expA_logit_lens,mean_final_lead_wrote_minus_all,25.889803,76,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,n_cases_all,192,192,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,n_wrote_plus_all,68,192,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,n_wrote_minus_all,124,192,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,n_confirmed_all,138,192,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,n_late_all,152,192,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,frac_late_all,0.791667,192,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,median_peak_depth_all,0.987342,192,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,n_late_confirmed,129,138,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,frac_late_confirmed,0.934783,138,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,median_peak_depth_confirmed,1.0,138,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,mean_final_lead_wrote_plus_all,7.277574,68,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,error,s01_logit_lens,det_4x4_error_expA_logit_lens,mean_final_lead_wrote_minus_all,6.921245,124,Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,n_cases_all,130,130,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,n_confirmed_all,127,130,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_embedding_dla_all,0.00573,130,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_embedding_dla_wrote_plus_all,-0.028409,54,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_embedding_dla_wrote_minus_all,0.029987,76,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_mlp_dla_L77_all,4.120983,130,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_mlp_dla_L77_wrote_plus_all,2.065043,54,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_mlp_dla_L77_wrote_minus_all,5.581783,76,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_mlp_dla_L77_confirmed,4.200624,127,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_mlp_dla_L77_wrote_plus_confirmed,2.134025,52,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_mlp_dla_L77_wrote_minus_confirmed,5.633465,75,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_attn_dla_L77_all,2.225859,130,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
Llama-3.3-70B,heldout,det,correct,s02_dla,det_4x4_correct_expB_dla,mean_attn_dla_L77_wrote_plus_all,2.213983,54,Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,
