path,md5,size,category,schema_kind,model,phase,task,class,stage,n_cases,n_metrics,note
Llama/discovery_IBP/s01_logit_lens/ibp_error_expA_logit_lens.json,367a0a385cebf0d8fdb09af916d00205,45677,results,lens_standard,Llama-3.3-70B,discovery,ibp,error,s01_logit_lens,22,12,
Llama/discovery_IBP/s02_dla/ibp_correct_expB_dla.json,bb10abc8015ebda936748dfd1c8903c2,425623,results,dla_standard,Llama-3.3-70B,discovery,ibp,correct,s02_dla,23,188,
Llama/discovery_IBP/s02_dla/ibp_error_expB_dla.json,7ccab047d1012f787b36a49cf60dffea,407246,results,dla_standard,Llama-3.3-70B,discovery,ibp,error,s02_dla,22,204,
Llama/discovery_IBP/s04_projections/ibp_correct_projections.json,dc3d6c8bea8ab717220f7fd08c1e56ef,8656,results,projections_meta,Llama-3.3-70B,discovery,ibp,correct,s04_projections,2,2,
Llama/discovery_IBP/s04_projections/ibp_error_projections.json,730459fa73feb31232b2d574e9425200,6964,results,projections_meta,Llama-3.3-70B,discovery,ibp,error,s04_projections,2,2,
Llama/discovery_IBP/s05_ablations/ibp_correct_habit_ablation.json,e9434c5e6f3afdd4978028adc215831b,270629,results,s05_ablations,Llama-3.3-70B,discovery,ibp,correct,s05_ablations,23,11,
Llama/discovery_IBP/s05_ablations/ibp_correct_joint_ablation.json,88fd10e16759eb4931d31ffbbf450959,19164,results,s05_joint,Llama-3.3-70B,discovery,ibp,correct,s05_ablations,24,3,
Llama/discovery_IBP/s05_ablations/ibp_error_habit_ablation.json,37108d1a329c9a3d132ef1c4538e3190,262981,results,s05_ablations,Llama-3.3-70B,discovery,ibp,error,s05_ablations,22,11,
Llama/discovery_IBP/s05_ablations/ibp_error_joint_ablation.json,f1dbbcb2215d97b7c3ccbab934cce8b7,18199,results,s05_joint,Llama-3.3-70B,discovery,ibp,error,s05_ablations,23,3,
Llama/discovery_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,a8bde072e6788b6e7c432929e31d7db6,48538,results,s06_edits,Llama-3.3-70B,discovery,ibp,correct,s06_direction_subtraction,23,39,
Llama/discovery_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,48fd63debf438363c3b73cbd27b18ad4,39683,results,s06_edits,Llama-3.3-70B,discovery,ibp,error,s06_direction_subtraction,19,39,
Llama/discovery_IBP/s07_patching/ibp_error_correct_mean_patch.json,6bb9d3c8beae3f34bd32d2d7df9436e8,15881,results,s07_patches,Llama-3.3-70B,discovery,ibp,error,s07_patching,19,11,
Llama/discovery_IBP/s07_patching/ibp_error_reverse_patch.json,3c83340f65dbafc8c0ceb074f9f51119,13071,results,s07_patches,Llama-3.3-70B,discovery,ibp,error,s07_patching,23,10,
Llama/discovery_IBP/s07_patching/ibp_error_signmatched_patch.json,9c6ad3afeec0b956cd24fafb53619963,17705,results,meta_results,Llama-3.3-70B,discovery,ibp,error,s07_patching,2,20,
Llama/discovery_IBP/s08_c2_steering/ibp_correct_c2_on_correct.json,63899e49df63331ea2f62068888c9a8a,22485,results,meta_results,Llama-3.3-70B,discovery,ibp,correct,s08_c2_steering,2,23,
Llama/discovery_IBP/s08_c2_steering/ibp_error_combined_ablation.json,7680f48d49bfc3b12f6f40236d4a925f,51442,results,meta_results,Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,2,110,
Llama/discovery_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,b22df16181746ad7f41446a3c7d3b084,33456,results,meta_results,Llama-3.3-70B,discovery,ibp,error,s08_c2_steering,2,70,
Llama/discovery_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,1f52f8531050e20ce561c92f392a37fc,20295,results,meta_results,Llama-3.3-70B,discovery,ibp,correct,s09_judge,2,17,
Llama/discovery_IBP/s09_judge/ibp_correct_judge_crossdomain.json,7ffb5e8eebfe5f9a30ba890721779266,21871,results,meta_results,Llama-3.3-70B,discovery,ibp,correct,s09_judge,2,23,
Llama/discovery_IBP/s09_judge/ibp_error_judge_candidates_armB.json,76ff1b22d62917ba84b0287728ed43a6,17724,results,meta_results,Llama-3.3-70B,discovery,ibp,error,s09_judge,2,23,
Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_correct_expA_logit_lens.json,94cfe38d7963fac338a84ad01b329569,270041,results,lens_standard,Llama-3.3-70B,heldout,det,correct,s01_logit_lens,130,12,
Llama/heldout_4x4_DET/s01_logit_lens/det_4x4_error_expA_logit_lens.json,931337d1c2b87b4e361f6886bb2d456d,399654,results,lens_standard,Llama-3.3-70B,heldout,det,error,s01_logit_lens,192,12,
Llama/heldout_4x4_DET/s02_dla/det_4x4_correct_expB_dla.json,75c4fa29a0b14462f1422c701764126b,2403678,results,dla_standard,Llama-3.3-70B,heldout,det,correct,s02_dla,130,204,
Llama/heldout_4x4_DET/s02_dla/det_4x4_error_expB_dla.json,2674357da57915eeca05bef47b690aac,3551524,results,dla_standard,Llama-3.3-70B,heldout,det,error,s02_dla,192,204,
Llama/heldout_4x4_DET/s04_projections/det_4x4_correct_projections.json,5be84e2b16eb5b69afad868234da1d03,45949,results,projections_case,Llama-3.3-70B,heldout,det,correct,s04_projections,130,25,
Llama/heldout_4x4_DET/s04_projections/det_4x4_error_projections.json,ff6d44400798130eecc0ae0f14d1c0c0,67728,results,projections_case,Llama-3.3-70B,heldout,det,error,s04_projections,192,25,
Llama/heldout_4x4_DET/s05_ablations/det_4x4_correct_L78_ablation.json,0279f101e1e4d1df28345736151e281c,39427,results,flat_delta,Llama-3.3-70B,heldout,det,correct,s05_ablations,130,2,
Llama/heldout_4x4_DET/s05_ablations/det_4x4_error_L78_ablation.json,c5aa1dfb1d1e1e8bd80c96023c514923,58236,results,flat_delta,Llama-3.3-70B,heldout,det,error,s05_ablations,192,2,
Llama/heldout_4x4_DET/s05_ablations/det_4x4_error_habit_ablation.json,62783780eeb8583a1a79bd5a4dc78d9c,143834,results,flat_delta,Llama-3.3-70B,heldout,det,error,s05_ablations,192,6,
Llama/heldout_4x4_DET/s05_ablations/det_4x4_error_joint_ablation.json,1219309d0a3994bc0a33a7d95cb43fe2,166549,results,s05_joint,Llama-3.3-70B,heldout,det,error,s05_ablations,192,3,
Llama/heldout_4x4_DET/s05_ablations/det_4x4_error_perhead_ablation_RAW.json,b591bc600f9699686603c95af50292d9,2032932,results,s05_ablations,Llama-3.3-70B,heldout,det,error,s05_ablations,192,13,
Llama/heldout_4x4_DET/s06_direction_subtraction/det_4x4_error_direction_subtraction.json,288bcbeed4f7426de45dc6ae1e4dc0b1,396195,results,s06_edits,Llama-3.3-70B,heldout,det,error,s06_direction_subtraction,189,39,
Llama/heldout_4x4_DET/s07_patching/det_4x4_correct_reverse_patch.json,64efd81d82f00b376cd82e3a4ec22d19,73643,results,s07_patches,Llama-3.3-70B,heldout,det,correct,s07_patching,130,10,
Llama/heldout_4x4_DET/s07_patching/det_4x4_error_correct_mean_patch.json,90b3d12e900a14baa4558d1258003364,158589,results,s07_patches,Llama-3.3-70B,heldout,det,error,s07_patching,189,11,
Llama/heldout_4x4_DET/s07_patching/det_4x4_error_signmatched_patch.json,1be356235c907aca1f84dbad1236a2f8,219119,results,meta_results,Llama-3.3-70B,heldout,det,error,s07_patching,2,20,
Llama/heldout_4x4_DET/s08_c2_steering/det_4x4_correct_c2_on_correct.json,b8e1c47deb379d206873247f76823997,124828,results,meta_results,Llama-3.3-70B,heldout,det,correct,s08_c2_steering,2,23,
Llama/heldout_4x4_DET/s08_c2_steering/det_4x4_error_combined_ablation.json,878413eb7a549baa3fb4e202df96eaae,508934,results,meta_results,Llama-3.3-70B,heldout,det,error,s08_c2_steering,2,110,
Llama/heldout_4x4_DET/s08_c2_steering/det_4x4_error_ctrl_mag.json,59242801dc781af33c1860a899402008,329623,results,meta_results,Llama-3.3-70B,heldout,det,error,s08_c2_steering,2,70,
Llama/heldout_4x4_DET/s09_judge/det_4x4_correct_judge_candidates_armA.json,a5a4287818f588dfe9395c61e1962d8f,113865,results,meta_results,Llama-3.3-70B,heldout,det,correct,s09_judge,2,17,
Llama/heldout_4x4_DET/s09_judge/det_4x4_correct_judge_crossdomain_RAW_STRAY.json,efaa0a108d542050628841e95fb3090a,120143,results,meta_results,Llama-3.3-70B,heldout,det,correct,s09_judge,2,23,
Llama/heldout_4x4_DET/s09_judge/det_4x4_error_judge_candidates_armB.json,7dbc7ad47709aa9488f122714d91dd32,174788,results,meta_results,Llama-3.3-70B,heldout,det,error,s09_judge,2,23,
Llama/heldout_IBP/ibp_correct_targets.json,0e7385c44f78b58eef447f3541d89ec7,1523,config_targets,,Llama-3.3-70B,heldout,ibp,correct,root,,0,
Llama/heldout_IBP/ibp_error_targets.json,4ba9c4fddf033364497a6694b7bd8a19,2849,config_targets,,Llama-3.3-70B,heldout,ibp,error,root,,0,
Llama/heldout_IBP/s01_logit_lens/ibp_correct_expA_logit_lens.json,e2fb7584ad6ebc8cc39fdf811ecd6fda,97485,results,lens_standard,Llama-3.3-70B,heldout,ibp,correct,s01_logit_lens,47,12,
Llama/heldout_IBP/s01_logit_lens/ibp_error_expA_logit_lens.json,f60c4e65a95c574b67486218dd46429d,43580,results,lens_standard,Llama-3.3-70B,heldout,ibp,error,s01_logit_lens,21,12,
Llama/heldout_IBP/s02_dla/ibp_correct_expB_dla.json,ce887c2a4ad23528f5c501621d8c0428,866185,results,dla_standard,Llama-3.3-70B,heldout,ibp,correct,s02_dla,47,204,
Llama/heldout_IBP/s02_dla/ibp_error_expB_dla.json,3ee4da93712ba32e87eccf9992f4247e,388721,results,dla_standard,Llama-3.3-70B,heldout,ibp,error,s02_dla,21,204,
Llama/heldout_IBP/s04_projections/ibp_correct_projections.json,858440dcc02c949db55dbf9e22d981a8,17428,results,projections_meta,Llama-3.3-70B,heldout,ibp,correct,s04_projections,2,2,
Llama/heldout_IBP/s04_projections/ibp_error_projections.json,7a144c4565f981f20c7c86815a01156d,6676,results,projections_meta,Llama-3.3-70B,heldout,ibp,error,s04_projections,2,2,
Llama/heldout_IBP/s05_ablations/ibp_correct_habit_ablation.json,e9421f9a32f4314978440b7ccb3477be,556059,results,s05_ablations,Llama-3.3-70B,heldout,ibp,correct,s05_ablations,47,11,
Llama/heldout_IBP/s05_ablations/ibp_correct_joint_ablation.json,2c66b2605ad0ad1117428cddca9331b2,38754,results,s05_joint,Llama-3.3-70B,heldout,ibp,correct,s05_ablations,48,3,
Llama/heldout_IBP/s05_ablations/ibp_error_habit_ablation.json,bbb5fe54f52fa277752b7004036c78b8,251009,results,s05_ablations,Llama-3.3-70B,heldout,ibp,error,s05_ablations,21,11,
Llama/heldout_IBP/s05_ablations/ibp_error_joint_ablation.json,24484e8c0aacb3e4bd6dc81cb09a3581,17482,results,s05_joint,Llama-3.3-70B,heldout,ibp,error,s05_ablations,22,3,
Llama/heldout_IBP/s06_direction_subtraction/ibp_correct_direction_subtraction.json,e6a727f6e9d3e92fa0905b9df22ae8dd,99301,results,s06_edits,Llama-3.3-70B,heldout,ibp,correct,s06_direction_subtraction,47,39,
Llama/heldout_IBP/s06_direction_subtraction/ibp_error_direction_subtraction.json,0bc873724a917c0ac07323515b72c944,41976,results,s06_edits,Llama-3.3-70B,heldout,ibp,error,s06_direction_subtraction,20,39,
Llama/heldout_IBP/s07_patching/ibp_error_correct_mean_patch.json,da822f19d80e8e589384a319856d9791,16790,results,s07_patches,Llama-3.3-70B,heldout,ibp,error,s07_patching,20,11,
Llama/heldout_IBP/s07_patching/ibp_error_reverse_patch.json,a5ec126fe0bf01a8bad5808abc8609c8,26709,results,s07_patches,Llama-3.3-70B,heldout,ibp,error,s07_patching,47,10,
Llama/heldout_IBP/s07_patching/ibp_error_signmatched_patch.json,0a2d00e028e8e8727064adb071bd29ef,23411,results,meta_results,Llama-3.3-70B,heldout,ibp,error,s07_patching,2,20,
Llama/heldout_IBP/s08_c2_steering/ibp_correct_c2_on_correct.json,ad32b3d000e7c3de9bb8066fbd0b11ec,45649,results,meta_results,Llama-3.3-70B,heldout,ibp,correct,s08_c2_steering,2,23,
Llama/heldout_IBP/s08_c2_steering/ibp_error_combined_ablation.json,91fd2e8fa5e3543791d187223e419aaf,54353,results,meta_results,Llama-3.3-70B,heldout,ibp,error,s08_c2_steering,2,110,
Llama/heldout_IBP/s08_c2_steering/ibp_error_ctrl_mag.json,4a8f3c1c32c091a3630d2afcdc8aae4f,35314,results,meta_results,Llama-3.3-70B,heldout,ibp,error,s08_c2_steering,2,70,
Llama/heldout_IBP/s09_judge/ibp_correct_judge_candidates_armA.json,a09bc231ee4e5eaf1c61d19c54f0e1d9,41305,results,meta_results,Llama-3.3-70B,heldout,ibp,correct,s09_judge,2,17,
Llama/heldout_IBP/s09_judge/ibp_correct_judge_crossdomain.json,5c2f31943169d0d4d531dbeab4b1a8ef,44275,results,meta_results,Llama-3.3-70B,heldout,ibp,correct,s09_judge,2,23,
Llama/heldout_IBP/s09_judge/ibp_error_judge_candidates_armB.json,ec827e5ce3c4f6d8eadb8b678cafbf8b,18741,results,meta_results,Llama-3.3-70B,heldout,ibp,error,s09_judge,2,23,
Llama/raw_data_IBP/discovery/llama_ibp_correct_pts_final_n23.xlsx,85a6374c0c6a10df610336d8e87e7cdb,127064,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Llama/raw_data_IBP/discovery/llama_ibp_error_pts_final_n22.xlsx,18be8130a39b3d364f32cbc8088de81c,249591,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Large-675B/determinant/expA_logit_lens.json,6f4248aea6d2b1ca545e1d8e4e2a6a11,155412,results,lens_675,Mistral-Large-675B,single,det,error,root,51,12,
Mistral-Large-675B/determinant/expB_dla.json,b05760b6683cc2b138d769aaa73a2637,1926217,results,dla_675,Mistral-Large-675B,single,det,error,root,51,123,
Mistral-Large-675B/raw_data/mistral_5x5_experiment_ready.xlsx,0dca6fb43ca4b2741375369831101a7e,81637,raw_data,,n/a,n/a,n/a,n/a,n/a,,0,
Mistral-Small-24B/arith_control/expA_logit_lens.json,a21634f9d91824ce812dea1533f57faf,60418,results,lens_standard,Mistral-Small-24B,control,arith,n/a,root,48,12,
Mistral-Small-24B/arith_control/expB_dla.json,915e0681cb2b5da6422e0f5688e8ff6d,481160,results,dla_standard,Mistral-Small-24B,control,arith,n/a,root,48,124,
Mistral-Small-24B/discovery_DET_correct_deepsign/det_4x4_correct_deepsign_targets.json,f240f3b45b707d20e106ae6a79bd7136,1990,config_targets,,Mistral-Small-24B,discovery,det,correct,root,,0,
Mistral-Small-24B/discovery_DET_correct_deepsign/det_4x4_correct_deepsign_targets_autopick_backup.json,8275d65dcc8915681c82f03dab4e3933,1885,config_targets,,Mistral-Small-24B,discovery,det,correct,root,,0,
Mistral-Small-24B/discovery_DET_correct_deepsign/s01_logit_lens/det_4x4_correct_deepsign_expA_logit_lens.json,1060dc9a276ab2588c79b7eed62f13cd,100735,results,lens_standard,Mistral-Small-24B,discovery,det,correct,s01_logit_lens,78,12,
Mistral-Small-24B/discovery_DET_correct_deepsign/s02_dla/det_4x4_correct_deepsign_expB_dla.json,7b306cdea51be8fff5c7ea4837a9a76d,784348,results,dla_standard,Mistral-Small-24B,discovery,det,correct,s02_dla,78,124,
Mistral-Small-24B/discovery_DET_correct_deepsign/s02_dla/det_4x4_correct_deepsign_exp_matched_dla.json,4680795fa1fed04f7bd569e11200e5f7,186167,results,dla_standard,Mistral-Small-24B,discovery,det,correct,s02_dla,78,124,
Mistral-Small-24B/discovery_DET_correct_deepsign/s04_projections/det_4x4_correct_deepsign_projections.json,20b47976053b5e096f9519b3ef83b70e,24927,results,projections_meta,Mistral-Small-24B,discovery,det,correct,s04_projections,2,2,
Mistral-Small-24B/discovery_DET_correct_deepsign/s05_ablations/det_4x4_correct_deepsign_expD_prime_mlp_mean_ablation.json,9ac2866d67f89c6e382d5a97fbe8c071,462685,results,s05_ablations,Mistral-Small-24B,discovery,det,correct,s05_ablations,78,12,
Mistral-Small-24B/discovery_DET_correct_deepsign/s05_ablations/det_4x4_correct_deepsign_expE_prime_joint_mean_ablation.json,0ce5567de34427e0c39f243b07ade369,66759,results,s05_joint,Mistral-Small-24B,discovery,det,correct,s05_ablations,79,3,
Mistral-Small-24B/discovery_DET_correct_deepsign/s06_direction_subtraction/det_4x4_correct_deepsign_expG_prime_bias_subtraction.json,ecabbebe8a3a49caa34900015c002d5c,201758,results,s06_edits,Mistral-Small-24B,discovery,det,correct,s06_direction_subtraction,78,48,
Mistral-Small-24B/discovery_DET_correct_deepsign/s08_c2_steering/det_4x4_correct_deepsign_c2_on_correct.json,fbfefe6d05ca7752e4999c775c2d37b2,75228,results,meta_results,Mistral-Small-24B,discovery,det,correct,s08_c2_steering,2,23,
Mistral-Small-24B/discovery_DET_correct_deepsign/s09_judge/det_4x4_correct_deepsign_judge_crossdomain.json,bff54aebb0083d7435ccb1326cbe6863,73106,results,meta_results,Mistral-Small-24B,discovery,det,correct,s09_judge,2,23,
Mistral-Small-24B/discovery_DET_error/det_4x4_error_sites.json,84b4da86811432c3fec80c05632da9ca,733,config_sites,,Mistral-Small-24B,discovery,det,error,root,,0,
Mistral-Small-24B/discovery_DET_error/det_4x4_error_targets.json,6711216b7e5b31319e8f97016b83fe22,1810,config_targets,,Mistral-Small-24B,discovery,det,error,root,,0,
Mistral-Small-24B/discovery_DET_error/s01_logit_lens/det_4x4_error_expA_logit_lens.json,4ff16660f7857f54383ce5e336570621,122841,results,lens_standard,Mistral-Small-24B,discovery,det,error,s01_logit_lens,95,12,
Mistral-Small-24B/discovery_DET_error/s02_dla/det_4x4_error_expB_dla.json,4eabc0025cbd11fce3ff9fedf72e2fd7,956323,results,dla_standard,Mistral-Small-24B,discovery,det,error,s02_dla,95,124,
Mistral-Small-24B/discovery_DET_error/s02_dla/det_4x4_error_exp_matched_dla.json,f2f042620545a0819de0cc8314966605,227122,results,dla_standard,Mistral-Small-24B,discovery,det,error,s02_dla,95,124,
Mistral-Small-24B/discovery_DET_error/s04_projections/det_4x4_error_projections.json,e4b93a287a6a007567f5328828e051ec,50189,results,projections_meta,Mistral-Small-24B,discovery,det,error,s04_projections,2,2,
Mistral-Small-24B/discovery_DET_error/s05_ablations/det_4x4_error_expD_prime_L32_check_det.json,70d33734f3e28cba2e57921c13304ac4,220409,results,s05_ablations,Mistral-Small-24B,discovery,det,error,s05_ablations,93,4,
Mistral-Small-24B/discovery_DET_error/s05_ablations/det_4x4_error_expD_prime_mlp_mean_ablation.json,a3e0776d7f83709e08c35ed49d048bcc,552983,results,s05_ablations,Mistral-Small-24B,discovery,det,error,s05_ablations,93,12,
Mistral-Small-24B/discovery_DET_error/s05_ablations/det_4x4_error_expE_prime_joint_mean_ablation.json,a17cc083524e3f94ca0c153111a74e8e,79308,results,s05_joint,Mistral-Small-24B,discovery,det,error,s05_ablations,94,3,
Mistral-Small-24B/discovery_DET_error/s05b_head_ablation/det_4x4_error_exp_head_ablation.json,21f8600584c4e39e089af5a6aa30cbb8,169773,results,s05b_sites,Mistral-Small-24B,discovery,det,error,s05b_head_ablation,93,9,
Mistral-Small-24B/discovery_DET_error/s05c_head_joint/det_4x4_error_exp_head_joint_ablation.json,494dc189e57b641e35fac91454e45252,155196,results,s05c_groups,Mistral-Small-24B,discovery,det,error,s05c_head_joint,93,13,
Mistral-Small-24B/discovery_DET_error/s05c_head_joint/det_4x4_error_exp_head_joint_ablation_dry_run_report.json,2965bb98a5f368b01a57fccce2f8ce69,2800,results,generic,Mistral-Small-24B,discovery,det,error,s05c_head_joint,2,1,
Mistral-Small-24B/discovery_DET_error/s06_direction_subtraction/det_4x4_error_expG_prime_bias_subtraction.json,ade78846e9eac316e62801d6144e3cfa,233890,results,s06_edits,Mistral-Small-24B,discovery,det,error,s06_direction_subtraction,91,48,
Mistral-Small-24B/discovery_DET_error/s08_c2_steering/det_4x4_error_exp_combined_ablation.json,8b9d3441b5cf868ee1e04644e081e5dd,245427,results,meta_results,Mistral-Small-24B,discovery,det,error,s08_c2_steering,2,110,
Mistral-Small-24B/discovery_DET_error/s08_c2_steering/det_4x4_error_exp_ctrl_mag.json,8c7e73f8731ab0deb82e3c9c882c7e1a,158663,results,meta_results,Mistral-Small-24B,discovery,det,error,s08_c2_steering,2,70,
Mistral-Small-24B/discovery_DET_error/s09_judge/det_4x4_error_judge_candidates_armB.json,ef81098e9b67786189af5fc0bc5197c9,84494,results,meta_results,Mistral-Small-24B,discovery,det,error,s09_judge,2,23,
Mistral-Small-24B/discovery_IBP_correct_deepsign/ibp_correct_deepsign_targets.json,9b2a697733e1997b86d3b561aa14c62a,1850,config_targets,,Mistral-Small-24B,discovery,ibp,correct,root,,0,
Mistral-Small-24B/discovery_IBP_correct_deepsign/ibp_correct_deepsign_targets_autopick_backup.json,fab6ebf7f5ccf4c6a615ab96dd4529e3,1663,config_targets,,Mistral-Small-24B,discovery,ibp,correct,root,,0,
Mistral-Small-24B/discovery_IBP_correct_deepsign/s01_logit_lens/ibp_correct_deepsign_expA_logit_lens.json,20e73843f9a49fa17329a7c9d0ecbead,54857,results,lens_standard,Mistral-Small-24B,discovery,ibp,correct,s01_logit_lens,43,12,
Mistral-Small-24B/discovery_IBP_correct_deepsign/s02_dla/ibp_correct_deepsign_expB_dla.json,27685f1b10aa716be8d10a10ede3cfbd,431598,results,dla_standard,Mistral-Small-24B,discovery,ibp,correct,s02_dla,43,124,
Mistral-Small-24B/discovery_IBP_correct_deepsign/s02_dla/ibp_correct_deepsign_exp_matched_dla.json,6e83f106ea9fa4fb1230fe4d7a514beb,101986,results,dla_standard,Mistral-Small-24B,discovery,ibp,correct,s02_dla,43,124,
Mistral-Small-24B/discovery_IBP_correct_deepsign/s04_projections/ibp_correct_deepsign_projections.json,dd91a73b5c15cd8902151cd92be8c25e,13728,results,projections_meta,Mistral-Small-24B,discovery,ibp,correct,s04_projections,2,2,
Mistral-Small-24B/discovery_IBP_correct_deepsign/s05_ablations/ibp_correct_deepsign_expD_prime_mlp_mean_ablation.json,18ff33b2347e5893a01e20d3a80f13b0,256725,results,s05_ablations,Mistral-Small-24B,discovery,ibp,correct,s05_ablations,43,12,
Mistral-Small-24B/discovery_IBP_correct_deepsign/s05_ablations/ibp_correct_deepsign_expE_prime_joint_mean_ablation.json,2e94473ae76e4c9c820972288e3fbdc1,36766,results,s05_joint,Mistral-Small-24B,discovery,ibp,correct,s05_ablations,44,3,
Mistral-Small-24B/discovery_IBP_correct_deepsign/s06_direction_subtraction/ibp_correct_deepsign_expG_prime_bias_subtraction.json,c521edcec9593ae15a4130163ed34007,108623,results,s06_edits,Mistral-Small-24B,discovery,ibp,correct,s06_direction_subtraction,42,48,
Mistral-Small-24B/discovery_IBP_correct_deepsign/s08_c2_steering/ibp_correct_deepsign_c2_on_correct.json,d5ab60457791adbf096defab02da9468,41617,results,meta_results,Mistral-Small-24B,discovery,ibp,correct,s08_c2_steering,2,23,
Mistral-Small-24B/discovery_IBP_correct_deepsign/s09_judge/ibp_correct_deepsign_judge_crossdomain.json,0978fba45727e01135db30872fe29a98,39453,results,meta_results,Mistral-Small-24B,discovery,ibp,correct,s09_judge,2,23,
Mistral-Small-24B/discovery_IBP_error/ibp_error_sites.json,fae933fe58141a061f931065100a4997,733,config_sites,,Mistral-Small-24B,discovery,ibp,error,root,,0,
Mistral-Small-24B/discovery_IBP_error/ibp_error_targets.json,cfad9e4d0ab308e286debc94c816cfb0,1436,config_targets,,Mistral-Small-24B,discovery,ibp,error,root,,0,
Mistral-Small-24B/discovery_IBP_error/s01_logit_lens/ibp_error_expA_logit_lens.json,412fe0ee94add31e283c44aea4b91d1f,50418,results,lens_standard,Mistral-Small-24B,discovery,ibp,error,s01_logit_lens,39,11,
Mistral-Small-24B/discovery_IBP_error/s02_dla/ibp_error_expB_dla.json,153ec023ea784fdf399e84d0f2339cae,392702,results,dla_standard,Mistral-Small-24B,discovery,ibp,error,s02_dla,39,108,
Mistral-Small-24B/discovery_IBP_error/s02_dla/ibp_error_exp_matched_dla.json,28074acb6123ade7a1d23aa9a3019a2d,93058,results,dla_standard,Mistral-Small-24B,discovery,ibp,error,s02_dla,39,108,
Mistral-Small-24B/discovery_IBP_error/s04_projections/ibp_error_projections.json,3d9da1886f9caecc96907c19e00b7180,21071,results,projections_meta,Mistral-Small-24B,discovery,ibp,error,s04_projections,2,2,
Mistral-Small-24B/discovery_IBP_error/s05_ablations/ibp_error_expD_prime_ibp_L15_L25_controls.json,e85d3049622b491cb886dbcc93b5a2a7,71919,results,s05_ablations,Mistral-Small-24B,discovery,ibp,error,s05_ablations,39,3,
Mistral-Small-24B/discovery_IBP_error/s05_ablations/ibp_error_expD_prime_mlp_mean_ablation.json,ffaab6976ca620c353f2412b25f08382,234306,results,s05_ablations,Mistral-Small-24B,discovery,ibp,error,s05_ablations,39,12,
Mistral-Small-24B/discovery_IBP_error/s05_ablations/ibp_error_expE_prime_joint_mean_ablation.json,ae57711075c80ad02a790d5a5c02fd0a,35392,results,s05_joint,Mistral-Small-24B,discovery,ibp,error,s05_ablations,40,3,
Mistral-Small-24B/discovery_IBP_error/s05b_head_ablation/ibp_error_exp_head_ablation.json,e6973a909968039fac947383d5210df3,70961,results,s05b_sites,Mistral-Small-24B,discovery,ibp,error,s05b_head_ablation,39,9,
Mistral-Small-24B/discovery_IBP_error/s06_direction_subtraction/ibp_error_expG_prime_bias_subtraction.json,d98a27536550ff070ca7abeae49d2f5a,90187,results,s06_edits,Mistral-Small-24B,discovery,ibp,error,s06_direction_subtraction,35,48,
Mistral-Small-24B/discovery_IBP_error/s08_c2_steering/ibp_error_exp_combined_ablation.json,2892cb25989de271d03953790612ee18,95015,results,meta_results,Mistral-Small-24B,discovery,ibp,error,s08_c2_steering,2,110,
Mistral-Small-24B/discovery_IBP_error/s08_c2_steering/ibp_error_exp_ctrl_mag.json,c549cdf695d707ace9752727144ff426,61414,results,meta_results,Mistral-Small-24B,discovery,ibp,error,s08_c2_steering,2,70,
Mistral-Small-24B/discovery_IBP_error/s09_judge/ibp_error_judge_candidates_armB.json,a90b734fb25eaaf06aad4ed45a38a680,32582,results,meta_results,Mistral-Small-24B,discovery,ibp,error,s09_judge,2,23,
Mistral-Small-24B/heldout_DET_correct_deepsign/det_4x4_correct_deepsign_targets.json,cd0136515d00e0740a8a341c7c23e804,481,config_targets,,Mistral-Small-24B,heldout,det,correct,root,,0,
Mistral-Small-24B/heldout_DET_correct_deepsign/s01_logit_lens/det_4x4_correct_deepsign_expA_logit_lens.json,ffff6cb063890ec220a326cea036ec14,157690,results,lens_standard,Mistral-Small-24B,heldout,det,correct,s01_logit_lens,122,12,
Mistral-Small-24B/heldout_DET_correct_deepsign/s02_dla/det_4x4_correct_deepsign_expB_dla.json,6ef94b6758fe1a9c7940f8ceba449010,1227081,results,dla_standard,Mistral-Small-24B,heldout,det,correct,s02_dla,122,124,
Mistral-Small-24B/heldout_DET_correct_deepsign/s02_dla/det_4x4_correct_deepsign_exp_matched_dla.json,0fe69bea015631bfd9fc2cdcc8636ec9,291239,results,dla_standard,Mistral-Small-24B,heldout,det,correct,s02_dla,122,124,
Mistral-Small-24B/heldout_DET_correct_deepsign/s04_projections/det_4x4_correct_deepsign_projections.json,19e66199a31cedd2fc1f27dd4f4b5dc6,38841,results,projections_meta,Mistral-Small-24B,heldout,det,correct,s04_projections,2,2,
Mistral-Small-24B/heldout_DET_correct_deepsign/s05_ablations/det_4x4_correct_deepsign_expD_prime_mlp_mean_ablation.json,bba64a39f5c32bc8ae5b4ca44cf3c547,542042,results,s05_ablations,Mistral-Small-24B,heldout,det,correct,s05_ablations,122,9,
